Date,Cases,Deaths,Recovered,Travel_history,Province,City,masks,sanitizers
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,789,4247
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,795,4459
5/10/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,623,1766
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,646,932
5/10/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower,601,4427
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper,843,629
5/10/2020,17,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur,637,1687
5/10/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,550,4461
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,835,3858
5/10/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,634,3298
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tor Ghar,838,2995
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Upper,679,837
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Lower,653,2104
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kolai Pllas,614,4126
5/10/2020,5,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram,976,4108
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,623,720
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,749,548
5/10/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,531,3933
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram,738,2252
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai,831,1385
5/10/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,986,3243
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat,804,4352
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,North Waziristan,883,3001
5/10/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,910,1948
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank,845,2443
5/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,South Waziristan,651,1762
5/10/2020,475,3,109,Local - Social Contact,Punjab,Lahore,821,888
5/10/2020,709,8,29,Local - Social Contact,Sindh,Karachi,914,3922
5/11/2020,0,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,510,1126
5/11/2020,44,1,0,Local - Social Contact,Baluchistan,Quetta,508,3078
5/11/2020,14,0,16,Local - Social Contact,Gilgit-Baltistan,Gilgit,999,1170
5/11/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Diamer,744,2553
5/11/2020,38,0,0,Local - Social Contact,islamabad Capital Territory,Islamabad,748,2170
5/11/2020,29,6,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,914,1038
5/11/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,658,1498
5/11/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,849,1216
5/11/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Khyber,601,2163
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mohmand,847,1652
5/11/2020,44,3,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,589,3794
5/11/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,711,3029
5/11/2020,15,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,988,1692
5/11/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,661,1934
5/11/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,531,4260
5/11/2020,1,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,568,548
5/11/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,593,3324
5/11/2020,14,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,791,1836
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower,662,3873
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper,613,4415
5/11/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur,592,4164
5/11/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,951,870
5/11/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,979,3638
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,895,1664
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tor Ghar,798,1240
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Upper,554,2606
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Lower,874,646
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kolai Pllas,617,4172
5/11/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram,992,600
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,660,4090
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,572,4567
5/11/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,516,2538
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram,939,1388
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai,900,2898
5/11/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,781,4096
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat,573,3831
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,North Waziristan,943,1885
5/11/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,846,1173
5/11/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank,863,2245
5/11/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,South Waziristan,817,4831
5/11/2020,301,14,83,Local - Social Contact,Punjab,Lahore,938,4223
5/11/2020,537,11,68,Local - Social Contact,Sindh,Karachi,952,3241
5/12/2020,2,0,4,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,899,1664
5/12/2020,97,0,14,Local - Social Contact,Baluchistan,Quetta,914,2060
5/12/2020,5,0,0,Local - Social Contact,Gilgit-Baltistan,Ghizer,797,1878
5/12/2020,4,0,0,Local - Social Contact,Gilgit-Baltistan,Ghizer,881,2093
5/12/2020,13,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,785,1079
5/12/2020,0,8,0,Local - Social Contact,Gilgit-Baltistan,Astore,557,2466
5/12/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Diamer,969,4248
5/12/2020,37,0,20,Local - Social Contact,islamabad Capital Territory,Islamabad,560,3125
5/12/2020,57,5,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,981,1120
5/12/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,788,3287
5/12/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,927,2143
5/12/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Khyber,675,3330
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mohmand,804,2008
5/12/2020,4,3,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,658,562
5/12/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,829,3963
5/12/2020,19,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,563,2683
5/12/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,913,2313
5/12/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,526,2729
5/12/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,507,1547
5/12/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,868,2272
5/12/2020,9,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,506,577
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower,831,1871
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper,528,1749
5/12/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur,968,2437
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,978,4495
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,589,2378
5/12/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,669,864
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tor Ghar,783,4871
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Upper,940,1675
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Lower,707,3064
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kolai Pllas,951,4132
5/12/2020,9,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram,997,3127
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,585,2446
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,744,1078
5/12/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,638,3585
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram,544,1518
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai,720,1205
5/12/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,963,2228
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat,511,2866
5/12/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,North Waziristan,577,4792
5/12/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,625,4571
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank,797,1909
5/12/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,South Waziristan,851,1951
5/12/2020,1356,3,129,Local - Social Contact,Punjab,Lahore,980,4142
5/12/2020,593,18,80,Local - Social Contact,Sindh,Karachi,993,1216
5/13/2020,3,0,1,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,960,3469
5/13/2020,81,0,70,Local - Social Contact,Baluchistan,Quetta,847,1133
5/13/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Ghizer,529,757
5/13/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Ghizer,754,946
5/13/2020,4,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,840,1471
5/13/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Shigar,600,1525
5/13/2020,0,4,0,Local - Social Contact,Gilgit-Baltistan,Astore,557,3812
5/13/2020,43,0,0,Local - Social Contact,islamabad Capital Territory,Islamabad,647,1705
5/13/2020,112,4,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,964,2478
5/13/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,993,1820
5/13/2020,19,2,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,684,954
5/13/2020,15,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Khyber,640,1346
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mohmand,661,4960
5/13/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,585,2655
5/13/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,621,2352
5/13/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,924,4725
5/13/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,594,668
5/13/2020,13,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,666,805
5/13/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,963,2913
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,913,4863
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,664,4850
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower,833,1441
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper,502,4521
5/13/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur,619,4031
5/13/2020,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,781,2217
5/13/2020,18,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,916,3607
5/13/2020,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,604,3462
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tor Ghar,830,1763
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Upper,748,1035
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Lower,679,4191
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kolai Pllas,526,3405
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram,517,2975
5/13/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,520,4653
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,648,3483
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,672,686
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram,549,3895
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai,543,2411
5/13/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,879,2177
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat,645,4426
5/13/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,North Waziristan,791,728
5/13/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,560,1803
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank,595,729
5/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,South Waziristan,558,1634
5/13/2020,336,9,79,Local - Social Contact,Punjab,Lahore,690,4613
5/13/2020,731,16,606,Local - Social Contact,Sindh,Karachi,566,3306
5/14/2020,14,0,7,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,894,1128
5/14/2020,71,3,16,Local - Social Contact,Baluchistan,Quetta,914,632
5/14/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Ghizer,593,2312
5/14/2020,5,0,0,Local - Social Contact,Gilgit-Baltistan,Diamer,904,3129
5/14/2020,3,0,0,Local - Social Contact,Gilgit-Baltistan,Astore,635,2403
5/14/2020,9,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,520,2364
5/14/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Shigar,755,2367
5/14/2020,63,1,8,Local - Social Contact,islamabad Capital Territory,Islamabad,575,799
5/14/2020,73,4,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,721,4939
5/14/2020,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,906,4817
5/14/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,544,4681
5/14/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Khyber,686,3331
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mohmand,813,4527
5/14/2020,18,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,985,1834
5/14/2020,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,795,2692
5/14/2020,16,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,771,2784
5/14/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,690,2661
5/14/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,771,1180
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,703,1397
5/14/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,506,2516
5/14/2020,21,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,910,815
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower,617,2083
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper,989,2482
5/14/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur,871,4842
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,634,2252
5/14/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,968,592
5/14/2020,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,986,4055
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tor Ghar,673,2541
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Upper,956,727
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Lower,705,4791
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kolai Pllas,983,4586
5/14/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram,749,4359
5/14/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,975,2694
5/14/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,539,1837
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,655,2766
5/14/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram,540,2918
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai,627,2287
5/14/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,896,1487
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat,688,3278
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,North Waziristan,967,4698
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,817,2435
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank,949,1706
5/14/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,South Waziristan,653,989
5/14/2020,353,11,105,Local - Social Contact,Punjab,Lahore,723,2305
5/14/2020,758,9,238,Local - Social Contact,Sindh,Karachi,658,4723
5/15/2020,3,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,747,4164
5/15/2020,147,1,41,Local - Social Contact,Baluchistan,Quetta,524,1548
5/15/2020,16,0,6,Local - Social Contact,Gilgit-Baltistan,Gilgit,759,1270
5/15/2020,0,0,1,Local - Social Contact,Gilgit-Baltistan,Astore,540,4845
5/15/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Ghanche,636,3042
5/15/2020,44,0,0,Local - Social Contact,islamabad Capital Territory,Islamabad,841,837
5/15/2020,94,4,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,797,4435
5/15/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,738,1096
5/15/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,529,3560
5/15/2020,11,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Khyber,843,4082
5/15/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mohmand,785,3085
5/15/2020,15,2,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,762,4633
5/15/2020,9,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,987,4876
5/15/2020,31,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,855,4960
5/15/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,737,1446
5/15/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,775,1932
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,983,1739
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,807,1935
5/15/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,902,3783
5/15/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower,999,3949
5/15/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper,738,4885
5/15/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur,653,896
5/15/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,573,3247
5/15/2020,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,571,4741
5/15/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,883,1901
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tor Ghar,788,3860
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Upper,626,4054
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Lower,818,2721
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kolai Pllas,522,4189
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram,704,4112
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,636,3073
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,574,1017
5/15/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,793,4177
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram,846,711
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai,691,4680
5/15/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,773,4368
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat,866,2645
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,North Waziristan,969,1300
5/15/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,750,4717
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank,997,4876
5/15/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,South Waziristan,665,543
5/15/2020,287,11,84,Local - Social Contact,Punjab,Lahore,965,3140
5/15/2020,817,12,533,Local - Social Contact,Sindh,Karachi,630,1114
5/16/2020,4,0,1,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,881,3427
5/16/2020,87,5,34,Local - Social Contact,Baluchistan,Quetta,536,3094
5/16/2020,6,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,875,1497
5/16/2020,0,0,1,Local - Social Contact,Gilgit-Baltistan,Astore,650,2155
5/16/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Skardu,612,3631
5/16/2020,55,0,13,Local - Social Contact,islamabad Capital Territory,Islamabad,918,3617
5/16/2020,77,7,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,952,3728
5/16/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,847,4009
5/16/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,726,661
5/16/2020,12,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Khyber,510,1654
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mohmand,904,1416
5/16/2020,7,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,517,1911
5/16/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,504,4019
5/16/2020,25,3,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,826,4407
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,895,514
5/16/2020,3,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,513,3035
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,629,4502
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,961,2468
5/16/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,779,2766
5/16/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower,963,4324
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper,932,3394
5/16/2020,3,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur,638,887
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,911,4853
5/16/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,668,2600
5/16/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,903,2379
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tor Ghar,811,2681
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Upper,993,1934
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Lower,849,3559
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kolai Pllas,685,3117
5/16/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram,636,3382
5/16/2020,3,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,930,2486
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,508,4950
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,843,4031
5/16/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram,780,4623
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai,721,4558
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,797,2380
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat,626,3084
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,North Waziristan,749,3706
5/16/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,950,4545
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank,597,4538
5/16/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,South Waziristan,689,1759
5/16/2020,383,7,37,Local - Social Contact,Punjab,Lahore,568,3819
5/16/2020,674,13,198,Local - Social Contact,Sindh,Karachi,580,3581
5/17/2020,50,0,0,Local - Social Contact,islamabad Capital Territory,Islamabad,770,2860
5/17/2020,67,8,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,672,2247
5/17/2020,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,562,2697
5/17/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,549,1510
5/17/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Khyber,939,2629
